"SUB_DISTRICT_ID","DISTRICT_ID","CODE","SUB_DISTRICT_CODE","SUB_DISTRICT_THAI","SUB_DISTRICT_ENGLISH","LATITUDE","LONGITUDE","POSTAL_CODE","UPDATED_AT","CREATED_AT"
1,1,"01","100101",พระบรมมหาราชวัง,Phra Borom Maha Ratchawang,"13.751","100.492","10200",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
2,1,"02","100102",วังบูรพาภิรมย์,Wang Burapha Phirom,"13.744","100.499","10200",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
3,1,"03","100103",วัดราชบพิธ,Wat Ratchabophit,"13.75","100.499","10200",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
4,1,"04","100104",สำราญราษฎร์,Samran Rat,"13.751","100.503","10200",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
5,1,"05","100105",ศาลเจ้าพ่อเสือ,San Chao Pho Suea,"13.754","100.497","10200",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
6,1,"06","100106",เสาชิงช้า,Sao Chingcha,"13.753","100.5","10200",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
7,1,"07","100107",บวรนิเวศ,Bowon Niwet,"13.757","100.501","10200",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
8,1,"08","100108",ตลาดยอด,Talat Yot,"13.76","100.498","10200",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
9,1,"09","100109",ชนะสงคราม,Chana Songkhram,"13.762","100.495","10200",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
10,1,"10","100110",บ้านพานถม,Ban Phan Thom,"13.762","100.503","10200",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
11,1,"11","100111",บางขุนพรหม,Bang Khun Phrom,"13.765","100.505","10200",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
12,1,"12","100112",วัดสามพระยา,Wat Sam Phraya,"13.768","100.499","10200",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
13,2,"01","100201",ดุสิต,Dusit,"13.772","100.513","10300",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
14,2,"02","100202",วชิรพยาบาล,Wachira Phayaban,"13.778","100.505","10300",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
15,2,"03","100203",สวนจิตรลดา,Suan Chitlada,"13.767","100.52","10300",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
16,2,"04","100204",สี่แยกมหานาค,Si Yaek Mahanak,"13.758","100.517","10300",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
17,2,"06","100206",ถนนนครไชยศรี,Thanon Nakhon Chai Si,"13.789","100.522","10300",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
18,3,"01","100301",กระทุ่มราย,Krathum Rai,"13.823","100.897","10530",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
19,3,"02","100302",หนองจอก,Nong Chok,"13.869","100.885","10530",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
20,3,"03","100303",คลองสิบ,Khlong Sip,"13.914","100.82","10530",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
21,3,"04","100304",คลองสิบสอง,Khlong Sip Song,"13.914","100.88","10530",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
22,3,"05","100305",โคกแฝด,Khok Faet,"13.84","100.836","10530",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
23,3,"06","100306",คู้ฝั่งเหนือ,Khu Fang Nuea,"13.872","100.81","10530",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
24,3,"07","100307",ลำผักชี,Lam Phak Chi,"13.797","100.844","10530",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
25,3,"08","100308",ลำต้อยติ่ง,Lam Toiting,"13.781","100.877","10530",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
26,4,"01","100401",มหาพฤฒาราม,Maha Phruettharam,"13.734","100.52","10500",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
27,4,"02","100402",สีลม,Si Lom,"13.73","100.525","10500",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
28,4,"03","100403",สุริยวงศ์,Suriyawong,"13.724","100.53","10500",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
29,4,"04","100404",บางรัก,Bang Rak,"13.727","100.527","10500",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
30,4,"05","100405",สี่พระยา,Si Phraya,"13.725","100.514","10500",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
31,5,"02","100502",อนุสาวรีย์,Anusawari,"13.868","100.606","10220",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
32,5,"08","100508",ท่าแร้ง,Tha Raeng,"13.866","100.65","10220",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
33,6,"01","100601",คลองจั่น,Khlong Chan,"13.786","100.635","10240",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
34,6,"08","100608",หัวหมาก,Hua Mak,"13.756","100.66","10240",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
35,7,"01","100701",รองเมือง,Rong Mueang,"13.744","100.52","10330",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
36,7,"02","100702",วังใหม่,Wang Mai,"13.742","100.526","10330",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
37,7,"03","100703",ปทุมวัน,Pathum Wan,"13.74","100.535","10330",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
38,7,"04","100704",ลุมพินี,Lumphini,"13.736","100.546","10330",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
39,8,"01","100801",ป้อมปราบ,Pom Prap,"13.743","100.514","10100",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
40,8,"02","100802",วัดเทพศิรินทร์,Wat Thep Sirin,"13.749","100.512","10100",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
41,8,"03","100803",คลองมหานาค,Khlong Maha Nak,"13.753","100.513","10100",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
42,8,"04","100804",บ้านบาตร,Ban Bat,"13.752","100.507","10100",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
43,8,"05","100805",วัดโสมนัส,Wat Sommanat,"13.759","100.511","10100",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
44,9,"05","100905",บางจาก,Bang Chak,"13.692","100.626","10260",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
45,9,"10","100910",พระโขนงใต้,Phra Khanong Tai,"","","10260",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
46,10,"01","101001",มีนบุรี,Min Buri,"13.804","100.723","10510",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
47,10,"02","101002",แสนแสบ,Saen Saep,"13.812","100.774","10510",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
48,11,"01","101101",ลาดกระบัง,Lat Krabang,"13.723","100.771","10520",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
49,11,"02","101102",คลองสองต้นนุ่น,Khlong Song Ton Nun,"13.753","100.723","10520",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
50,11,"03","101103",คลองสามประเวศ,Khlong Sam Prawet,"13.753","100.754","10520",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
51,11,"04","101104",ลำปลาทิว,Lam Pla Thio,"13.765","100.817","10520",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
52,11,"05","101105",ทับยาว,Thap Yao,"13.728","100.815","10520",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
53,11,"06","101106",ขุมทอง,Khum Thong,"13.736","100.855","10520",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
54,12,"03","101203",ช่องนนทรี,Chong Nonsi,"13.682","100.533","10120",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
55,12,"04","101204",บางโพงพาง,Bang Phongphang,"13.697","100.544","10120",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
56,13,"01","101301",จักรวรรดิ,Chakkrawat,"13.741","100.504","10100",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
57,13,"02","101302",สัมพันธวงศ์,Samphanthawong,"13.739","100.511","10100",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
58,13,"03","101303",ตลาดน้อย,Talat Noi,"13.734","100.513","10100",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
59,14,"01","101401",สามเสนใน,Sam Sen Nai,"13.782","100.545","10400",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
60,14,"06","101406",พญาไท,Phaya Thai,"","","10400",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
61,15,"01","101501",วัดกัลยาณ์,Wat Kanlaya,"13.737","100.493","10600",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
62,15,"02","101502",หิรัญรูจี,Hiran Ruchi,"13.731","100.49","10600",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
63,15,"03","101503",บางยี่เรือ,Bang Yi Ruea,"13.72","100.482","10600",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
64,15,"04","101504",บุคคโล,Bukkhalo,"13.707","100.486","10600",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
65,15,"05","101505",ตลาดพลู,Talat Phlu,"13.715","100.473","10600",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
66,15,"06","101506",ดาวคะนอง,Dao Khanong,None,None,"10600",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
67,15,"07","101507",สำเหร่,Samre,None,None,"10600",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
68,16,"01","101601",วัดอรุณ,Wat Arun,"13.743","100.486","10600",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
69,16,"02","101602",วัดท่าพระ,Wat Tha Phra,"13.733","100.475","10600",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
70,17,"01","101701",ห้วยขวาง,Huai Khwang,"13.769","100.577","10310",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
71,17,"02","101702",บางกะปิ,Bang Kapi,"13.752","100.586","10310",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
72,17,"04","101704",สามเสนนอก,Sam Sen Nok,"13.796","100.579","10310",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
73,18,"01","101801",สมเด็จเจ้าพระยา,Somdet Chao Phraya,"13.731","100.497","10600",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
74,18,"02","101802",คลองสาน,Khlong San,"13.735","100.504","10600",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
75,18,"03","101803",บางลำภูล่าง,Bang Lamphu Lang,"13.715","100.501","10600",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
76,18,"04","101804",คลองต้นไทร,Khlong Ton Sai,"13.725","100.508","10600",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
77,19,"01","101901",คลองชักพระ,Khlong Chak Phra,"13.76","100.456","10170",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
78,19,"02","101902",ตลิ่งชัน,Taling Chan,"13.789","100.459","10170",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
79,19,"03","101903",ฉิมพลี,Chimphli,"13.786","100.432","10170",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
80,19,"04","101904",บางพรม,Bang Phrom,"13.752","100.442","10170",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
81,19,"05","101905",บางระมาด,Bang Ramat,"13.767","100.431","10170",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
82,19,"07","101907",บางเชือกหนัง,Bang Chueak Nang,"13.751","100.419","10170",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
83,20,"04","102004",ศิริราช,Sirirat,"13.759","100.481","10700",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
84,20,"05","102005",บ้านช่างหล่อ,Ban Chang Lo,"13.752","100.477","10700",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
85,20,"06","102006",บางขุนนนท์,Bang Khun Non,"13.774","100.466","10700",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
86,20,"07","102007",บางขุนศรี,Bang Khun Si,"13.76","100.463","10700",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
87,20,"09","102009",อรุณอมรินทร์,Arun Ammarin,"13.772","100.477","10700",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
88,21,"05","102105",ท่าข้าม,Tha Kham,"13.555","100.434","10150",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
89,21,"07","102107",แสมดำ,Samae Dam,"13.605","100.395","10150",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
90,22,"01","102201",บางหว้า,Bang Wa,"13.714","100.443","10160",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
91,22,"02","102202",บางด้วน,Bang Duan,"13.723","100.437","10160",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
92,22,"06","102206",บางจาก,Bang Chak,"13.727","100.45","10160",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
93,22,"07","102207",บางแวก,Bang Waek,"13.736","100.445","10160",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
94,22,"08","102208",คลองขวาง,Khlong Khwang,"13.738","100.423","10160",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
95,22,"09","102209",ปากคลองภาษีเจริญ,Pak Khlong Phasi Charoen,"13.722","100.464","10160",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
96,22,"10","102210",คูหาสวรรค์,Khuha Sawan,"13.727","100.457","10160",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
97,23,"02","102302",หนองแขม,Nong Khaem,"13.68","100.358","10160",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
98,23,"03","102303",หนองค้างพลู,Nong Khang Phlu,"13.714","100.351","10160",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
99,24,"01","102401",ราษฎร์บูรณะ,Rat Burana,"13.67","100.51","10140",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
100,24,"02","102402",บางปะกอก,Bang Pa Kok,"13.675","100.491","10140",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
101,25,"01","102501",บางพลัด,Bang Phlat,"13.791","100.487","10700",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
102,25,"02","102502",บางอ้อ,Bang O,"13.802","100.512","10700",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
103,25,"03","102503",บางบำหรุ,Bang Bamru,"13.781","100.482","10700",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
104,25,"04","102504",บางยี่ขัน,Bang Yi Khan,"13.774","100.492","10700",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
105,26,"01","102601",ดินแดง,Din Daeng,"13.778","100.567","10400",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
106,26,"02","102602",รัชดาภิเษก,Ratchadaphisek,"","","10400",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
107,27,"01","102701",คลองกุ่ม,Khlong Kum,"13.808","100.65","10240",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
108,27,"04","102704",นวมินทร์,Nawamin,None,None,"10240",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
109,27,"05","102705",นวลจันทร์,Nuan Chan,None,None,"10230",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
110,28,"01","102801",ทุ่งวัดดอน,Thung Wat Don,"13.71","100.532","10120",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
111,28,"02","102802",ยานนาวา,Yan Nawa,"13.714","100.514","10120",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
112,28,"03","102803",ทุ่งมหาเมฆ,Thung Maha Mek,"13.718","100.541","10120",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
113,29,"01","102901",บางซื่อ,Bang Sue,"13.82","100.529","10800",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
114,29,"02","102902",วงศ์สว่าง,Wong Sawang,None,None,"10800",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
115,30,"01","103001",ลาดยาว,Lat Yao,"13.826","100.565","10900",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
116,30,"02","103002",เสนานิคม,Sena Nikhom,None,None,"10900",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
117,30,"03","103003",จันทรเกษม,Chan Kasem,None,None,"10900",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
118,30,"04","103004",จอมพล,Chom Phon,None,None,"10900",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
119,30,"05","103005",จตุจักร,Chatuchak,None,None,"10900",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
120,31,"01","103101",บางคอแหลม,Bang Kho Laem,"13.696","100.494","10120",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
121,31,"02","103102",วัดพระยาไกร,Wat Phraya Krai,"13.706","100.508","10120",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
122,31,"03","103103",บางโคล่,Bang Khlo,"13.694","100.516","10120",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
123,32,"01","103201",ประเวศ,Prawet,"13.719","100.664","10250",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
124,32,"02","103202",หนองบอน,Nong Bon,"13.687","100.656","10250",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
125,32,"03","103203",ดอกไม้,Dok Mai,"13.68","100.689","10250",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
126,33,"01","103301",คลองเตย,Khlong Toei,"13.71","100.57","10110",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
127,33,"02","103302",คลองตัน,Khlong Tan,"13.723","100.571","10110",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
128,33,"03","103303",พระโขนง,Phra Khanong,"13.707","100.595","10110",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
129,34,"01","103401",สวนหลวง,Suan Luang,"13.726","100.628","10250",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
130,34,"02","103402",อ่อนนุช,On Nut,"","","10250",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
131,34,"03","103403",พัฒนาการ,Phatthanakan,"","","10250",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
132,35,"01","103501",บางขุนเทียน,Bang Khun Thian,"13.694","100.45","10150",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
133,35,"02","103502",บางค้อ,Bang Kho,"13.702","100.476","10150",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
134,35,"03","103503",บางมด,Bang Mot,"13.672","100.468","10150",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
135,35,"04","103504",จอมทอง,Chom Thong,"13.693","100.468","10150",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
136,36,"02","103602",สีกัน,Si Kan,"13.925","100.593","10210",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
137,36,"04","103604",ดอนเมือง,Don Mueang,None,None,"10210",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
138,36,"05","103605",สนามบิน,Sanam Bin,None,None,"10210",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
139,37,"01","103701",ทุ่งพญาไท,Thung Phaya Thai,"13.763","100.53","10400",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
140,37,"02","103702",ถนนพญาไท,Thanon Phaya Thai,"13.757","100.538","10400",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
141,37,"03","103703",ถนนเพชรบุรี,Thanon Phetchaburi,"13.752","100.559","10400",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
142,37,"04","103704",มักกะสัน,Makkasan,"13.752","100.528","10400",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
143,38,"01","103801",ลาดพร้าว,Lat Phrao,"13.811","100.612","10230",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
144,38,"02","103802",จรเข้บัว,Chorakhe Bua,"13.84","100.6","10230",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
145,39,"01","103901",คลองเตยเหนือ,Khlong Toei Nuea,"13.743","100.56","10110",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
146,39,"02","103902",คลองตันเหนือ,Khlong Tan Nuea,"13.736","100.576","10110",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
147,39,"03","103903",พระโขนงเหนือ,Phra Khanong Nuea,"13.719","100.596","10110",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
148,40,"01","104001",บางแค,Bang Khae,"13.698","100.409","10160",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
149,40,"02","104002",บางแคเหนือ,Bang Khae Nuea,"13.72","100.4","10160",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
150,40,"03","104003",บางไผ่,Bang Phai,"13.741","100.385","10160",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
151,40,"04","104004",หลักสอง,Lak Song,"13.683","100.396","10160",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
152,41,"01","104101",ทุ่งสองห้อง,Thung Song Hong,"13.883","100.564","10210",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
153,41,"02","104102",ตลาดบางเขน,Talat Bang Khen,"13.871","100.58","10210",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
154,42,"01","104201",สายไหม,Sai Mai,"13.921","100.654","10220",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
155,42,"02","104202",ออเงิน,O Ngoen,"13.896","100.672","10220",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
156,42,"03","104203",คลองถนน,Khlong Thanon,"13.898","100.63","10220",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
157,43,"01","104301",คันนายาว,Khan Na Yao,"13.821","100.677","10230",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
158,43,"02","104302",รามอินทรา,Ram Inthra,None,None,"10230",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
159,44,"01","104401",สะพานสูง,Saphan Sung,"13.761","100.688","10240",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
160,44,"02","104402",ราษฎร์พัฒนา,Rat Phatthana,"","","10240",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
161,44,"03","104403",ทับช้าง,Thap Chang,"","","10250",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
162,45,"01","104501",วังทองหลาง,Wang Thonglang,"13.779","100.609","10310",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
163,45,"02","104502",สะพานสอง,Saphan Song,None,None,"10310",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
164,45,"03","104503",คลองเจ้าคุณสิงห์,Khlong Chao Khun Sing,None,None,"10310",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
165,45,"04","104504",พลับพลา,Phlapphla,None,None,"10310",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
166,46,"01","104601",สามวาตะวันตก,Sam Wa Tawan Tok,"13.889","100.708","10510",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
167,46,"02","104602",สามวาตะวันออก,Sam Wa Tawan Ok,"13.896","100.76","10510",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
168,46,"03","104603",บางชัน,Bang Chan,"13.839","100.7","10510",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
169,46,"04","104604",ทรายกองดิน,Sai Kong Din,"13.854","100.745","10510",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
170,46,"05","104605",ทรายกองดินใต้,Sai Kong Din Tai,"13.861","100.786","10510",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
171,47,"02","104702",บางนาเหนือ,Bang Na Nuea,"","","10260",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
172,47,"03","104703",บางนาใต้,Bang Na Tai,"","","10260",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
173,48,"01","104801",ทวีวัฒนา,Thawi Watthana,"13.758","100.348","10170",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
174,48,"02","104802",ศาลาธรรมสพน์,Sala Thammasop,"13.783","100.39","10170",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
175,49,"01","104901",บางมด,Bang Mot,"13.651","100.51","10140",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
176,49,"02","104902",ทุ่งครุ,Thung Khru,"13.614","100.497","10140",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
177,50,"02","105002",บางบอนเหนือ,Bang Bon Nuea,"","","10150",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
178,50,"03","105003",บางบอนใต้,Bang Bon Tai,"","","10150",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
179,50,"04","105004",คลองบางพราน,Khlong Bang Phran,"","","10150",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
180,50,"05","105005",คลองบางบอน,Khlong Bang Bon,"","","10150",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
181,51,"01","110101",ปากน้ำ,Pak Nam,"13.593","100.597","10270",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
182,51,"02","110102",สำโรงเหนือ,Samrong Nuea,"13.649","100.617","10270",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
183,51,"03","110103",บางเมือง,Bang Mueang,"13.601","100.622","10270",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
184,51,"04","110104",ท้ายบ้าน,Thai Ban,"13.556","100.599","10280",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
185,51,"08","110108",บางปูใหม่,Bang Pu Mai,"13.526","100.67","10280",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
186,51,"10","110110",แพรกษา,Phraek Sa,"13.564","100.653","10280",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
187,51,"11","110111",บางโปรง,Bang Prong,"13.623","100.565","10270",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
188,51,"12","110112",บางปู,Bang Pu,"13.51","100.751","10280",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
189,51,"13","110113",บางด้วน,Bang Duan,"13.622","100.581","10270",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
190,51,"14","110114",บางเมืองใหม่,Bang Mueang Mai,"13.622","100.605","10270",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
191,51,"15","110115",เทพารักษ์,Thepharak,"13.634","100.61","10270",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
192,51,"16","110116",ท้ายบ้านใหม่,Thai Ban Mai,None,None,"10280",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
193,51,"17","110117",แพรกษาใหม่,Phraek Sa Mai,"13.559","100.691","10280",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
194,52,"01","110201",บางบ่อ,Bang Bo,"13.611","100.862","10560",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
195,52,"02","110202",บ้านระกาศ,Ban Rakat,"13.639","100.904","10560",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
196,52,"03","110203",บางพลีน้อย,Bang Phli Noi,"13.574","100.9","10560",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
197,52,"04","110204",บางเพรียง,Bang Phriang,"13.545","100.805","10560",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
198,52,"05","110205",คลองด่าน,Khlong Dan,"13.511","100.835","10550",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
199,52,"06","110206",คลองสวน,Khlong Suan,"13.659","100.925","10560",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
200,52,"07","110207",เปร็ง,Preng,"13.672","100.881","10560",2024-10-25 22:15:57.000,2024-10-25 22:15:57.000
